amount_tsh,funder,gps_height,installer,longitude,latitude,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
500,251,1330,248,38.4297942,-4.8153973,6,1993,21,4,1,53,971,1,2,7,2,1998,10,7,4,8,5,4,2,7,3,2,2,9,7,1,6,5
0,593,1685,680,31.45893629,-8.33092695,4,2802,16,15,2,114,1032,150,2,7,1,1991,15,12,2,8,5,1,3,7,3,2,2,4,1,1,5,4
500,365,892,428,36.64556146,-6.82244848,9,3895,12,5,1,37,857,250,2,7,2,1996,9,6,2,8,5,6,4,7,3,3,3,8,6,1,5,4
750,640,1314,248,30.11090478,-4.58919506,4,2348,6,16,2,29,1714,450,2,8,1,2005,4,2,1,10,5,4,2,7,3,3,3,7,5,2,2,2
100,930,98,761,39.06162732,-7.64026257,7,6133,15,60,53,100,88,1,2,7,2,2004,8,5,3,8,5,5,6,7,3,2,2,4,1,1,2,2
10,659,1490,232,35.70282402,-3.30371894,1,4350,1,24,30,28,1680,260,2,7,2,2002,4,2,1,8,5,5,6,7,3,3,3,7,5,2,2,2
0,964,373,818,37.73356472,-7.01026778,9,2413,12,5,2,72,1833,355,2,7,2,2009,4,2,1,8,5,1,3,7,3,2,2,7,5,2,2,2
30,554,793,643,37.5744542,-3.65427176,6,7358,7,3,2,85,1387,1600,2,8,2,2011,14,11,6,9,1,5,6,7,3,3,3,4,1,1,3,2
0,593,1908,678,31.60804556,-8.01655077,4,4896,16,15,4,115,1139,950,2,7,2,1984,4,2,1,8,5,1,3,7,3,1,1,9,7,1,2,2
0,203,1333,917,30.65256947,-3.53241144,4,8286,6,16,1,31,91,1000,2,7,1,2000,1,1,2,8,5,7,7,7,3,3,3,4,1,1,5,4
25,704,1739,780,35.48398091,-8.01263314,7,1260,4,11,1,25,289,700,2,7,2,2009,15,12,2,8,5,5,6,7,3,2,2,9,7,1,2,2
20,455,999,526,37.05425871,-3.30064171,6,7187,7,3,7,107,1778,1,2,9,2,2004,4,2,1,10,5,4,2,7,3,2,2,9,7,1,2,2
0,163,440,248,38.67243709,-4.87574858,6,4613,21,4,2,45,745,250,2,7,1,2010,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
500,295,376,508,37.74234245,-6.0097872,9,7585,12,5,6,84,497,50,2,7,2,2011,12,10,5,8,5,4,2,7,3,2,2,8,6,1,5,4
0,34,43,47,39.22966339999999,-7.21049068,9,3263,15,6,4,70,1075,200,2,7,1,2004,15,12,2,8,5,1,3,7,3,2,2,8,6,1,5,4
30,659,225,1080,38.33374461,-6.45503922,9,3185,15,6,1,4,842,160,1,10,2,2010,7,11,6,5,1,5,6,7,3,2,2,7,5,2,2,2
0,251,1386,248,30.71663177,-3.43455181,4,1014,6,16,1,31,250,200,2,9,1,2010,7,11,6,10,5,7,7,7,3,2,2,7,5,2,2,2
0,251,1319,248,38.2880489,-4.8279464999999995,6,826,21,4,1,53,1859,1,2,7,2,1981,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,174,-44,248,38.9136278,-5.62973376,6,4950,21,4,5,96,678,50,2,7,1,1960,10,7,4,8,5,1,3,5,5,3,3,8,6,1,7,6
0,174,1341,229,35.69685941,-2.16067226,1,4813,1,2,5,91,198,200,2,7,2,2010,4,2,1,8,5,1,3,5,5,3,3,9,7,1,2,2
0,160,1180,248,34.72368689,-10.25053572,2,4952,4,11,5,52,1555,1,2,7,1,1995,4,2,1,8,5,4,2,7,3,1,1,9,7,1,2,2
2500,176,1564,232,35.49393953,-4.5350605,1,113,9,21,2,18,1464,213,2,7,2,2009,4,2,1,8,5,4,2,7,3,3,3,9,7,1,2,2
0,573,1338,663,35.50507106,-2.98286262,1,4678,1,2,5,91,1642,220,2,7,2,2006,4,2,1,8,5,1,3,7,3,3,3,9,7,1,2,2
0,311,1802,248,31.71524886,-8.36879751,3,1668,16,15,2,114,1402,400,2,7,2,1983,4,2,1,8,5,1,3,7,3,2,2,7,5,2,2,2
1000,517,0,248,38.802538,-4.86161144,6,781,21,4,8,69,1001,60,2,7,2,2002,4,2,1,8,5,4,2,7,3,3,3,9,7,1,2,2
50,966,1379,659,36.58422165,-3.40281726,6,6583,1,2,2,1,1040,200,2,10,2,2012,14,11,6,11,5,5,6,7,3,2,2,4,1,1,3,2
600,321,823,248,29.74460668,-4.8888777,4,4417,6,16,3,32,1784,170,2,11,2,1993,10,7,4,8,5,4,2,7,3,2,2,4,1,1,7,6
0,891,1338,917,30.83864439,-3.42254746,4,3162,6,16,1,31,512,120,2,7,1,2009,4,2,1,8,5,7,7,7,3,3,3,9,7,1,3,2
0,509,1177,248,33.43855024,-2.05365709,5,3143,10,20,4,11,1601,250,1,7,2,1978,4,2,1,8,5,1,3,7,3,2,2,3,5,2,3,2
500,84,329,248,36.40829439,-8.67698629,7,6634,12,5,4,123,405,173,2,9,2,2006,4,2,1,8,5,4,2,7,3,2,2,7,5,2,2,2
0,146,1385,203,36.02738522,-7.60449322,7,2781,4,11,7,35,1871,258,2,7,2,1996,1,1,2,8,5,1,3,7,3,3,3,8,6,1,5,4
50,257,1357,309,35.62290979,-7.62464471,7,4121,4,11,1,25,743,1,2,7,2,1964,4,2,1,8,5,5,6,7,3,2,2,9,7,1,2,2
5000,154,91,248,38.86775224,-6.76440144,9,2510,15,6,2,30,1795,6,2,3,2,2010,4,2,1,5,1,4,2,7,3,3,3,7,5,2,2,2
20,2,1050,943,37.52067992,-3.33676508,6,5352,7,3,4,74,628,1,1,10,2,2009,4,2,1,11,5,5,6,7,3,3,3,9,7,1,2,2
0,716,757,248,30.83924466,-7.90424782,4,6121,16,15,3,93,1939,1,1,7,1,1984,10,7,4,8,5,1,3,7,3,2,2,8,6,1,5,4
0,375,1665,435,37.58642169,-3.17500504,6,740,7,3,1,97,1901,1,2,1,2,2008,4,2,1,1,1,4,2,7,3,2,2,9,7,1,2,2
1000,704,1392,780,36.14264455,-7.90205132,7,1656,4,11,7,35,1879,300,2,7,2,2008,15,12,2,8,5,4,2,7,3,2,2,4,1,1,5,4
0,251,976,306,37.57957509,-3.35046528,6,4467,7,3,4,74,1409,1,2,10,2,1983,4,2,1,11,5,1,3,7,3,3,3,9,7,1,2,2
0,251,1580,248,38.28681892,-4.7706615,6,194,21,4,1,53,872,1,2,7,2,2007,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
600,543,781,248,29.73402548,-4.88196757,4,7741,6,16,3,32,1784,176,2,11,2,2001,10,7,4,8,5,4,2,7,3,2,2,8,6,1,7,6
10,245,1358,119,37.16325869,-3.23060096,6,1647,7,3,5,17,1015,50,2,9,2,1999,4,2,1,10,5,5,6,7,3,2,2,9,7,1,2,2
0,174,-30,248,38.915755600000004,-5.626732700000001,6,4949,21,4,5,96,678,300,2,7,1,1966,14,11,6,8,5,1,3,5,5,3,3,4,1,1,7,6
0,593,1887,678,31.67476289,-8.08118744,3,5593,16,15,4,115,1672,0,2,7,2,1986,4,2,1,8,5,1,3,7,3,1,1,7,5,2,2,2
0,316,323,374,36.99179864,-7.61721416,7,1370,12,5,1,37,593,130,2,7,2,1996,10,7,4,8,5,1,3,7,3,2,2,8,6,1,7,6
250,251,1267,248,30.04910742,-4.71427731,4,5553,6,16,2,29,1346,640,2,8,2,1980,4,2,1,10,5,4,2,7,3,2,2,7,5,2,2,2
0,488,1851,576,35.19185563,-4.0092667,1,859,9,21,3,64,917,154,2,7,2,1993,15,12,2,8,5,1,3,7,3,2,2,4,1,1,5,4
0,518,0,248,38.77602551,-4.77825004,6,5533,21,4,8,69,194,700,2,7,2,1982,4,2,1,8,5,1,3,5,5,3,3,5,3,3,2,2
500,893,1391,248,34.5944116,-8.85791676,7,4687,4,11,4,92,1941,75,2,10,2,1978,4,2,1,11,5,4,2,7,3,2,2,7,5,2,2,2
20,2,795,943,37.52202806,-3.40770511,6,6626,7,3,4,74,628,800,2,10,2,2009,4,2,1,11,5,5,6,7,3,3,3,9,7,1,2,2
500,682,1958,10,34.69559656,-9.22243991,7,8227,4,11,4,92,360,50,2,10,2,2009,4,2,1,11,5,4,2,7,3,2,2,9,7,1,2,2
0,217,413,268,38.01194968,-10.53842235,8,7584,8,8,3,86,630,400,2,7,1,1983,9,6,2,8,5,1,3,4,4,2,2,8,6,1,5,4
0,971,1181,1060,33.33598624,-2.09163373,5,6056,10,20,4,11,1469,420,2,11,2,2009,1,1,2,12,5,6,4,5,5,2,2,4,1,1,5,4
1000,251,1180,306,35.05734581,-11.32378967,8,7971,17,10,3,62,1842,40,2,7,2,1998,4,2,1,8,5,4,2,7,3,4,4,9,7,1,2,2
50,321,1115,378,35.39964073,-3.50340974,1,4196,1,24,30,28,17,100,2,7,2,2006,4,2,1,8,5,5,6,7,3,2,2,9,7,1,2,2
0,251,1305,225,37.62508603,-3.25119307,6,5395,7,3,1,97,1108,1,2,1,2,2011,4,2,1,1,1,4,2,7,3,3,3,9,7,1,2,2
1200,251,1247,248,30.25156895,-4.51283018,4,2913,6,16,2,29,1704,1400,2,8,2,1977,4,2,1,10,5,3,1,7,3,2,2,7,5,2,2,2
0,251,1328,162,36.88826361,-3.32466867,6,44,1,2,7,66,941,120,2,7,2,2011,4,2,1,8,5,7,7,2,2,3,3,9,7,1,2,2
5000,623,1292,707,29.99000041,-4.35499133,4,7418,6,16,2,29,1331,540,2,8,1,1997,9,6,2,8,5,6,4,7,3,2,2,8,6,1,5,4
0,146,820,205,36.12682128,-10.46313541,7,2464,17,10,5,87,1726,250,1,10,2,1982,4,2,1,8,5,1,3,7,3,2,2,7,5,2,3,2
25,95,684,248,37.36867872,-3.63300196,6,883,7,3,4,74,4,400,2,9,2,2008,14,11,6,10,5,5,6,7,3,2,2,4,1,1,2,2
0,217,268,270,39.05768433,-10.35701692,8,3989,8,80,53,99,968,450,2,7,2,1980,10,7,4,8,5,1,3,7,3,2,2,8,6,1,7,6
5,94,1285,248,37.28108981,-3.24105369,6,881,7,3,4,74,583,40,2,9,2,2007,4,2,1,10,5,5,6,7,3,2,2,7,5,2,2,2
25,337,377,395,38.38918912,-10.931134,8,5096,13,90,63,88,1461,120,2,7,2,2012,5,3,2,8,5,5,6,5,5,2,2,4,1,1,5,4
1000,874,2000,952,34.43514692,-9.57219437,2,4214,4,11,4,92,1045,1,2,7,1,2006,4,2,1,8,5,4,2,7,3,3,3,9,7,1,2,2
0,146,831,205,36.12779979,-10.47173108,7,8229,17,10,5,87,832,250,1,10,2,1982,4,2,1,8,5,1,3,7,3,3,3,7,5,2,3,2
2000,424,1110,491,31.24955997,-6.39540231,3,2076,16,15,1,76,1563,400,2,7,2,2007,9,6,2,8,5,3,1,7,3,3,3,2,1,1,5,4
500,251,1828,248,36.62572911,-3.21096644,1,7215,1,2,2,1,1652,150,2,7,2,2004,4,2,1,8,5,6,4,7,3,2,2,9,7,1,2,2
50,797,1067,874,35.64162518,-10.67545021,8,4433,17,10,4,113,1111,3000,1,2,2,2012,4,2,1,2,2,5,6,7,3,2,2,7,5,2,2,2
20,549,823,637,37.38437182,-3.34302036,6,3528,7,3,6,75,581,40,2,8,2,2012,4,2,1,9,1,5,6,7,3,3,3,9,7,1,3,2
7,245,1234,119,37.22879609,-3.2485791,6,8216,7,3,5,17,893,276,2,9,2,2008,4,2,1,10,5,5,6,7,3,2,2,9,7,1,2,2
0,334,-29,388,39.918887100000006,-10.25444649,8,7784,13,99,1,78,1492,100,2,7,2,2005,14,11,6,8,5,7,7,7,3,2,2,4,1,1,3,2
0,15,1778,248,34.75962957,-9.06640223,7,4256,4,11,4,92,1104,50,2,7,2,2009,4,2,1,8,5,6,4,7,3,1,1,9,7,1,2,2
0,314,1946,987,31.367612199999996,-7.78882885,3,2217,16,15,3,93,672,100,1,7,1,1984,4,2,1,8,5,1,3,7,3,2,2,7,5,2,2,2
4000,893,1449,248,34.60266402,-8.95558062,7,7716,4,11,4,92,1907,450,2,10,2,1984,4,2,1,11,5,4,2,7,3,3,3,7,5,2,2,2
500,893,1646,248,34.63888755,-9.06364441,7,2235,4,11,4,92,1907,95,2,10,2,1978,4,2,1,11,5,4,2,7,3,2,2,7,5,2,2,2
250,623,1208,707,29.90823472,-4.54821075,4,1089,6,16,2,29,434,890,2,8,2,1999,4,2,1,10,5,4,2,7,3,3,3,7,5,2,2,2
0,300,692,248,35.47193698,-7.36813048,7,6099,4,11,1,25,417,1,1,7,2,1992,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,260,1722,313,37.55201778,-2.99827994,1,4569,7,3,1,97,1832,1,2,1,2,2005,4,2,1,1,1,4,2,7,3,2,2,9,7,1,3,2
5000,146,1653,248,34.53005585,-9.12848086,7,4997,4,11,4,92,360,75,2,10,2,1993,4,2,1,11,5,3,1,7,3,2,2,7,5,2,2,2
10,515,1530,599,35.60894098,-3.57680784,1,750,1,24,30,28,213,300,2,7,2,1994,4,2,1,8,5,5,6,7,3,4,4,7,5,2,2,2
2000,773,1656,852,34.89168185,-8.87313497,7,1713,4,11,4,92,943,350,2,9,1,2007,12,10,5,10,5,6,4,7,3,2,2,2,1,1,5,4
0,795,918,248,35.6377089,-10.26125597,2,1003,17,10,2,112,247,100,2,7,2,2012,5,3,2,8,5,6,4,7,3,1,1,8,6,1,5,4
0,680,2194,752,34.59434594,-9.54027199,2,1293,4,11,4,92,1045,26,1,7,2,2008,4,2,1,8,5,1,3,7,3,3,3,9,7,1,2,2
0,146,1100,644,35.73140477,-10.59389698,2,7275,17,10,4,112,1831,0,1,2,2,1990,5,3,2,2,2,6,4,7,3,4,4,8,6,1,5,4
0,593,1265,806,30.92313701,-3.32395342,4,3161,6,16,1,31,470,250,2,7,1,1993,4,2,1,8,5,7,7,7,3,3,3,9,7,1,2,2
0,225,316,277,39.51140523,-10.72651109,8,659,13,9,4,117,1105,1,2,7,2,1982,14,11,6,8,5,1,3,7,3,2,2,7,5,2,2,2
250,251,1210,306,30.21575382,-4.56185649,4,3989,6,16,2,29,1339,540,2,8,2,1975,4,2,1,10,5,4,2,7,3,2,2,7,5,2,3,2
4000,593,1137,248,31.09053779,-6.40807962,3,352,16,15,1,76,910,50,2,7,2,1990,5,3,2,8,5,3,1,7,3,3,3,4,1,1,5,4
0,930,205,248,38.88278413,-7.736776400000001,7,2711,15,60,53,100,578,1,2,7,2,2005,8,5,3,8,5,1,3,7,3,2,2,4,1,1,2,2
0,251,1506,225,37.597605,-3.26336824,6,3215,7,3,1,97,933,1,2,1,2,1980,4,2,1,1,1,4,2,7,3,3,3,9,7,1,2,2
2000,513,1016,248,35.45599982,-10.61121377,2,3660,17,10,2,112,999,0,2,7,2,2005,4,2,1,8,5,6,4,7,3,2,2,7,5,2,2,2
1000,146,556,205,36.84632669,-11.40568082,8,3896,17,10,1,121,1100,1,2,7,1,1995,4,2,1,8,5,3,1,7,3,2,2,7,5,2,2,2
20,295,362,508,37.69249479,-6.05637584,9,3092,12,5,6,84,497,1,2,7,2,2011,12,10,5,8,5,5,6,5,5,3,3,8,6,1,5,4
500,893,1262,248,34.59869652,-8.73774902,7,27,4,11,4,92,1941,156,2,10,2,1978,4,2,1,11,5,4,2,7,3,3,3,7,5,2,2,2
500,251,1944,248,36.64412508,-3.22566087,6,7659,1,2,2,1,1652,150,2,7,2,1990,4,2,1,8,5,6,4,7,3,3,3,9,7,1,2,2
450,245,1608,119,37.20620845,-3.19194201,6,7975,7,3,5,17,895,60,2,9,2,1995,4,2,1,10,5,2,5,7,3,2,2,9,7,1,3,2
0,90,1651,226,37.65366436,-3.77377672,6,2668,7,3,2,85,638,42,2,7,1,1991,4,2,1,8,5,1,3,7,3,3,3,9,7,1,7,6
2000,146,989,203,35.13423127,-7.814184700000001,7,2363,4,11,1,25,282,1,2,10,2,1992,4,2,1,11,5,3,1,7,3,2,2,9,7,1,2,2
1000,680,2165,752,34.61099684,-9.5985425,2,3892,4,11,4,92,1045,35,2,7,1,2000,4,2,1,8,5,3,1,7,3,2,2,9,7,1,2,2
200,799,753,875,36.7386148,-7.22367438,7,5475,12,5,1,37,698,50,2,7,2,2002,4,2,1,8,5,4,2,7,3,2,2,7,5,2,2,2
20,549,781,637,37.34192306,-3.36620217,6,1978,7,3,6,75,1542,20,2,8,2,2006,4,2,1,9,1,5,6,8,6,3,3,9,7,1,2,2
0,387,2148,157,34.01310811,-9.34727917,2,6386,4,11,3,56,671,0,2,10,1,2003,4,2,1,11,5,1,3,8,6,1,1,9,7,1,2,2
20,251,1003,248,36.80821542,-3.48033305,6,4315,1,2,2,1,1494,100,2,7,2,2000,4,2,1,8,5,5,6,7,3,3,3,9,7,1,2,2
0,251,-18,248,38.97329354,-7.94131186,7,7596,15,60,53,100,338,1,2,7,2,2008,8,5,3,8,5,1,3,1,1,2,2,4,1,1,2,2
0,251,1297,806,36.89474878,-3.33094091,6,5588,1,2,7,66,941,68,2,7,2,1968,4,2,1,8,5,7,7,2,2,3,3,9,7,1,2,2
1500,251,696,225,37.55694764,-3.53458895,6,3842,7,3,2,85,629,100,2,10,2,2009,14,11,6,11,5,4,2,7,3,3,3,4,1,1,2,2
50,251,410,231,38.69588742,-10.24521537,8,5649,8,8,3,86,1716,210,2,7,1,2009,7,11,6,8,5,5,6,7,3,2,2,2,1,1,3,2
0,174,1382,226,37.66769012,-3.71688094,6,6506,7,3,2,85,181,1,2,7,1,1974,4,2,1,8,5,1,3,7,3,3,3,9,7,1,7,6
0,251,1362,162,36.93504187,-3.25182846,6,3842,1,2,7,66,795,179,2,7,2,2007,4,2,1,8,5,7,7,7,3,2,2,9,7,1,2,2
0,146,1415,917,30.77901405,-3.52825343,4,4830,6,16,1,31,1155,1500,2,7,1,2008,5,3,2,8,5,7,7,7,3,3,3,4,1,1,5,4
0,146,1493,917,30.88730466,-3.09240531,4,7127,6,16,1,31,1320,700,2,7,1,2005,1,1,2,8,5,7,7,7,3,2,2,4,1,1,5,4
25,659,1753,171,35.48226308,-8.00569875,7,2489,4,11,1,25,289,1,2,7,2,2009,15,12,2,8,5,5,6,7,3,2,2,4,1,1,5,4
0,251,1312,225,37.64227441,-3.06058381,6,8247,7,3,1,97,729,514,2,3,2,2007,4,2,1,4,3,1,3,7,3,4,4,6,4,2,2,2
0,893,1376,248,34.79878199,-8.73505889,7,8177,4,11,4,92,1729,35,2,7,1,1980,4,2,1,8,5,1,3,7,3,2,2,7,5,2,2,2
5000,718,1153,222,32.01453997,-6.7795588,3,7677,16,15,1,76,364,150,2,7,2,1989,5,3,2,8,5,3,1,7,3,2,2,4,1,1,5,4
0,174,15,227,39.21933353,-7.13456367,9,5100,15,60,43,70,1192,4005,2,8,1,2008,10,7,4,9,1,4,2,7,3,3,3,4,1,1,7,6
25,446,1797,515,35.49453018,-8.01264539,7,4955,4,11,1,25,289,1,2,7,2,2008,4,2,1,8,5,5,6,7,3,2,2,9,7,1,2,2
0,338,1396,248,30.74828724,-3.36390609,4,2271,6,16,1,31,250,350,2,7,1,2012,4,2,1,8,5,7,7,7,3,2,2,9,7,1,2,2
0,488,1826,576,35.58690284,-3.91670643,1,55,9,21,3,64,465,396,2,3,2,1994,9,6,2,4,3,1,3,8,6,2,2,8,6,1,5,4
500,678,2056,10,34.66626773,-9.33257395,7,6627,4,11,4,92,360,150,2,7,2,2008,4,2,1,11,5,4,2,7,3,2,2,9,7,1,2,2
0,251,1023,226,37.84803994,-4.18584541,6,760,7,3,3,102,1403,70,2,7,2,1977,4,2,1,8,5,1,3,7,3,3,3,9,7,1,6,5
30,659,93,1080,38.43267943,-6.64615892,9,106,15,6,1,4,1825,30,1,10,2,2009,7,11,6,5,1,5,6,7,3,2,2,7,5,2,2,2
0,190,1321,248,34.09364222,-3.03377148,5,5800,18,17,1,6,1554,500,2,11,1,2012,9,6,2,12,5,1,3,6,5,2,2,8,6,1,5,4
0,251,387,806,38.27921154,-4.88610883,6,4073,21,4,2,45,1239,250,2,7,1,1971,4,2,1,8,5,1,3,7,3,3,3,9,7,1,2,2
0,319,322,376,37.04540018,-7.55521158,7,3842,12,5,1,37,1703,75,2,7,2,2011,14,11,6,8,5,1,3,7,3,2,2,8,6,1,2,2
0,964,1434,727,34.37879184,-4.49247497,1,5059,19,13,1,24,1882,35,2,3,2,2006,14,11,6,4,3,1,3,7,3,2,2,4,1,1,3,2
100,457,317,1012,38.57299996,-4.89555063,6,4597,21,4,2,45,922,35,2,7,1,2010,4,2,1,8,5,4,2,7,3,3,3,7,5,2,2,2
200,251,464,306,34.88538041,-11.35500194,2,4518,17,10,3,62,1303,60,2,7,2,2008,4,2,1,8,5,4,2,7,3,2,2,9,7,1,2,2
100,893,550,972,37.45053342,-11.14657808,8,8113,17,10,1,121,1441,1,2,7,1,1998,15,12,2,8,5,5,6,7,3,2,2,4,1,1,5,4
250,593,1279,679,30.197591600000003,-4.50662393,4,7876,6,16,2,29,1704,230,2,8,2,1988,4,2,1,10,5,4,2,7,3,2,2,7,5,2,2,2
0,718,1160,222,32.00829635,-6.77035052,3,3433,16,15,1,76,364,50,2,7,2,1988,5,3,2,8,5,1,3,7,3,2,2,4,1,1,5,4
0,704,2306,157,34.26671079,-9.32621004,2,2784,4,11,3,56,988,0,2,7,1,2010,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,251,1321,248,38.35729306,-4.906672400000001,6,2753,21,4,1,53,1934,1,2,7,2,1972,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,812,1836,898,31.38105757,-7.56232665,3,1707,16,15,3,93,1198,1200,1,7,1,2004,15,12,2,8,5,1,3,7,3,2,2,4,1,1,5,4
0,146,1707,202,34.50769404,-9.87210434,2,3716,4,11,5,52,1051,1,2,7,1,1992,4,2,1,8,5,3,1,7,3,2,2,9,7,1,2,2
0,251,1763,248,34.68988062,-9.14285702,7,2235,4,11,4,92,1104,70,2,7,2,1974,4,2,1,8,5,6,4,7,3,1,1,7,5,2,2,2
500,290,138,806,37.80409946,-7.37695921,9,597,12,5,2,72,120,500,2,7,2,1986,15,12,2,8,5,4,2,7,3,3,3,8,6,1,5,4
0,166,324,248,37.827506899999996,-7.00370614,9,3031,12,5,2,72,1194,200,2,7,2,1994,15,12,2,8,5,1,3,5,5,4,4,8,6,1,5,4
100,708,1474,787,36.44179492,-5.54794988,9,640,9,21,5,42,218,380,2,6,1,1985,14,11,6,8,5,5,6,5,5,3,3,4,1,1,2,2
0,475,1155,248,33.60645718,-2.16104177,5,7796,10,20,4,11,113,250,2,11,1,1998,10,7,4,12,5,7,7,5,5,2,2,8,6,1,7,6
0,251,145,248,38.79507686,-5.13067904,6,3863,21,4,3,81,919,350,2,7,1,2004,9,6,2,8,5,1,3,5,5,3,3,8,6,1,5,4
20,34,53,47,39.21533492,-7.28560931,7,3073,15,6,2,70,913,2000,2,7,1,2004,15,12,2,8,5,5,6,7,3,2,2,8,6,1,5,4
0,283,1463,248,34.04408067,-1.89932435,5,4239,10,20,4,11,1613,1500,2,3,1,1991,10,7,4,4,3,7,7,7,3,2,2,8,6,1,7,6
500,165,431,219,37.16978925,-6.75827053,9,4723,12,5,1,37,142,150,2,7,2,1982,10,7,4,12,5,4,2,7,3,3,3,8,6,1,7,6
50,31,1147,248,33.45783046,-2.14971981,5,4034,10,20,4,11,566,100,1,7,2,2008,4,2,1,4,3,5,6,7,3,2,2,3,5,2,2,2
0,706,148,248,38.84505036,-5.10286128,6,796,21,4,3,81,1661,120,2,7,1,1999,4,2,1,8,5,1,3,7,3,4,4,9,7,1,2,2
500,10,1954,10,34.72293467,-9.33078534,7,8379,4,11,4,92,1541,100,2,7,2,2009,4,2,1,8,5,4,2,7,3,2,2,7,5,2,2,2
0,464,486,540,39.42139306,-10.86827128,8,6590,13,9,4,117,937,1,2,9,2,1972,7,11,6,8,5,1,3,7,3,4,4,9,7,1,2,2
0,353,1431,416,37.98914657,-4.22936363,6,5069,7,3,3,102,1935,348,2,7,2,2002,4,2,1,8,5,1,3,7,3,3,3,9,7,1,2,2
500,251,1867,248,36.64219846,-3.23822428,6,7659,1,2,2,1,1652,150,2,7,2,1990,4,2,1,8,5,6,4,7,3,2,2,9,7,1,7,6
0,509,1206,342,33.92533924,-1.37778116,5,4952,10,20,6,98,780,200,1,7,1,1983,14,11,6,8,5,1,3,7,3,2,2,3,5,2,2,2
0,166,388,248,37.427423600000004,-6.33026986,9,8314,12,5,6,84,1347,1,2,7,2,1997,10,7,4,8,5,1,3,5,5,1,1,8,6,1,7,6
0,96,1423,974,34.82751368,-4.10720315,1,4852,19,13,1,24,1388,354,2,7,2,2008,4,2,1,8,5,1,3,1,1,2,2,1,2,2,3,2
250,387,1702,157,34.10922075,-9.37816199,2,3695,4,11,3,56,77,0,2,3,1,2006,4,2,1,8,5,6,4,7,3,2,2,9,7,1,2,2
500,844,1299,917,30.48437302,-5.61420946,4,1050,16,15,1,76,1157,12,2,7,2,1980,4,2,1,8,5,4,2,7,3,2,2,9,7,1,2,2
0,834,1742,906,38.2950063,-4.6773717,6,4992,21,4,1,53,966,1,2,7,2,1985,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,251,1476,306,37.55276956,-3.27589385,6,3119,7,3,4,74,1408,1,2,10,2,1970,4,2,1,11,5,4,2,7,3,3,3,9,7,1,2,2
500,146,1125,248,30.24630615,-4.71195712,4,5221,6,16,2,29,1714,2140,2,8,1,2005,9,6,2,8,5,6,4,7,3,2,2,8,6,1,5,4
1000,423,1109,248,31.09209217,-6.46760475,3,4372,16,15,1,76,898,1200,2,7,2,2005,5,3,2,8,5,4,2,5,5,3,3,4,1,1,5,4
500,785,830,248,36.19149876,-10.85213455,8,4784,17,10,5,87,800,540,2,11,1,2000,15,12,2,12,5,4,2,7,3,3,3,8,6,1,5,4
0,835,624,908,37.13400982,-10.77450005,8,7716,17,10,1,121,802,1,1,3,1,2009,13,8,2,4,3,1,3,7,3,3,3,4,1,1,5,4
0,283,1143,248,33.58673307,-2.17075645,5,2235,10,20,4,11,113,500,2,11,1,1996,10,7,4,12,5,7,7,7,3,2,2,8,6,1,7,6
1000,682,2199,756,34.40753913,-9.2094999,7,1448,4,11,4,92,1940,50,2,7,2,2000,4,2,1,8,5,3,1,7,3,2,2,9,7,1,2,2
0,706,146,248,38.84771471,-5.10113306,6,796,21,4,3,81,1661,120,2,7,1,1999,4,2,1,8,5,1,3,7,3,4,4,9,7,1,2,2
0,244,754,296,36.34980547,-11.17834067,8,4902,17,10,5,87,871,90,2,7,2,1974,4,2,1,8,5,6,4,7,3,4,4,7,5,2,2,2
5000,971,116,1019,38.86917035,-6.8269326,9,198,15,6,2,30,1795,10,2,3,2,2010,8,5,3,5,1,1,3,7,3,3,3,7,5,2,2,2
200,893,1337,248,34.75160899,-8.75737934,7,5211,4,11,4,92,1729,35,2,7,1,1980,4,2,1,8,5,6,4,7,3,2,2,7,5,2,2,2
0,580,326,806,37.60250087,-6.17835006,9,793,12,5,6,84,1819,400,2,7,2,1974,15,12,2,8,5,1,3,7,3,3,3,8,6,1,5,4
0,146,1618,205,34.85140623,-10.92691573,2,3648,17,10,3,62,1513,30,1,7,2,1995,4,2,1,8,5,1,3,7,3,1,1,9,7,1,2,2
0,893,1468,248,34.56538478,-8.94208073,7,3112,4,11,4,92,836,360,2,10,2,1978,4,2,1,11,5,6,4,7,3,2,2,7,5,2,2,2
0,964,1442,307,34.67312121,-4.91743263,1,5216,19,13,4,111,1286,1,2,7,2,2012,10,7,4,8,5,2,5,8,6,2,2,2,1,1,7,6
0,89,292,106,38.50593545,-9.78682117,8,5097,8,80,43,50,1151,50,2,7,2,1978,8,5,3,8,5,7,7,5,5,1,1,4,1,1,3,2
